uuid,display_id,ad_id,document_id,timestamp_view,platform,geo_location,clicked,day
2cf1e21bf16db2,201,133676,1528395,2016-06-14 04:06:33.490,1.0,US>MI>540,0,14
2cf1e21bf16db2,201,120216,1528395,2016-06-14 04:06:33.490,1.0,US>MI>540,0,14
2cf1e21bf16db2,201,88733,1528395,2016-06-14 04:06:33.490,1.0,US>MI>540,1,14
2cf1e21bf16db2,201,50860,1528395,2016-06-14 04:06:33.490,1.0,US>MI>540,0,14
2cf1e21bf16db2,201,45198,1528395,2016-06-14 04:06:33.490,1.0,US>MI>540,0,14
2cf1e21bf16db2,201,288342,1528395,2016-06-14 04:06:33.490,1.0,US>MI>540,0,14
7ae322ac7bef5a,202,111771,1757068,2016-06-14 04:06:33.492,2.0,US>GA>524,0,14
7ae322ac7bef5a,202,25344,1757068,2016-06-14 04:06:33.492,2.0,US>GA>524,0,14
7ae322ac7bef5a,202,21256,1757068,2016-06-14 04:06:33.492,2.0,US>GA>524,1,14
7ae322ac7bef5a,202,119226,1757068,2016-06-14 04:06:33.492,2.0,US>GA>524,0,14
71576e3e425eae,203,198139,814333,2016-06-14 04:06:33.502,2.0,US>TX>623,0,14
71576e3e425eae,203,162994,814333,2016-06-14 04:06:33.502,2.0,US>TX>623,0,14
71576e3e425eae,203,225450,814333,2016-06-14 04:06:33.502,2.0,US>TX>623,0,14
71576e3e425eae,203,41760,814333,2016-06-14 04:06:33.502,2.0,US>TX>623,1,14
230d72ead4c246,204,225450,54463,2016-06-14 04:06:33.672,2.0,US>NY>501,0,14
230d72ead4c246,204,173407,54463,2016-06-14 04:06:33.672,2.0,US>NY>501,1,14
230d72ead4c246,204,198149,54463,2016-06-14 04:06:33.672,2.0,US>NY>501,0,14
230d72ead4c246,204,212144,54463,2016-06-14 04:06:33.672,2.0,US>NY>501,0,14
66b79d292e9c4c,205,273567,386132,2016-06-14 04:06:33.830,3.0,US>WI>617,1,14
66b79d292e9c4c,205,288365,386132,2016-06-14 04:06:33.830,3.0,US>WI>617,0,14
66b79d292e9c4c,205,272678,386132,2016-06-14 04:06:33.830,3.0,US>WI>617,0,14
6e6a0d5d8e4064,206,154256,1621658,2016-06-14 04:06:33.860,2.0,US>CA>825,0,14
6e6a0d5d8e4064,206,95776,1621658,2016-06-14 04:06:33.860,2.0,US>CA>825,0,14
6e6a0d5d8e4064,206,281048,1621658,2016-06-14 04:06:33.860,2.0,US>CA>825,1,14
6e6a0d5d8e4064,206,331398,1621658,2016-06-14 04:06:33.860,2.0,US>CA>825,0,14
6e6a0d5d8e4064,206,204124,1621658,2016-06-14 04:06:33.860,2.0,US>CA>825,0,14
d88bba73951a3a,207,281601,1775172,2016-06-14 04:06:33.889,2.0,US>CA>866,1,14
d88bba73951a3a,207,252058,1775172,2016-06-14 04:06:33.889,2.0,US>CA>866,0,14
9d2e2eb5afdcb5,208,226601,1788280,2016-06-14 04:06:33.921,1.0,US>CA>862,1,14
9d2e2eb5afdcb5,208,183525,1788280,2016-06-14 04:06:33.921,1.0,US>CA>862,0,14
9d2e2eb5afdcb5,208,138517,1788280,2016-06-14 04:06:33.921,1.0,US>CA>862,0,14
9d2e2eb5afdcb5,208,276187,1788280,2016-06-14 04:06:33.921,1.0,US>CA>862,0,14
b5c94ff7614769,209,144741,1731145,2016-06-14 04:06:34.016,1.0,US>OH>535,0,14
b5c94ff7614769,209,141289,1731145,2016-06-14 04:06:34.016,1.0,US>OH>535,0,14
b5c94ff7614769,209,66615,1731145,2016-06-14 04:06:34.016,1.0,US>OH>535,0,14
b5c94ff7614769,209,61866,1731145,2016-06-14 04:06:34.016,1.0,US>OH>535,1,14
cf99024bdca549,210,129366,1767876,2016-06-14 04:06:34.046,2.0,US>TX>618,0,14
cf99024bdca549,210,11939,1767876,2016-06-14 04:06:34.046,2.0,US>TX>618,0,14
cf99024bdca549,210,154251,1767876,2016-06-14 04:06:34.046,2.0,US>TX>618,0,14
cf99024bdca549,210,70153,1767876,2016-06-14 04:06:34.046,2.0,US>TX>618,1,14
20f30fa0326404,211,149541,1736527,2016-06-14 04:06:34.064,3.0,US>TX>618,1,14
20f30fa0326404,211,156508,1736527,2016-06-14 04:06:34.064,3.0,US>TX>618,0,14
20f30fa0326404,211,229485,1736527,2016-06-14 04:06:34.064,3.0,US>TX>618,0,14
20f30fa0326404,211,278865,1736527,2016-06-14 04:06:34.064,3.0,US>TX>618,0,14
f1de2ef3897c14,212,216338,938217,2016-06-14 04:06:34.183,2.0,PH,0,14
f1de2ef3897c14,212,175263,938217,2016-06-14 04:06:34.183,2.0,PH,1,14
f1de2ef3897c14,212,216301,938217,2016-06-14 04:06:34.183,2.0,PH,0,14
f1de2ef3897c14,212,175274,938217,2016-06-14 04:06:34.183,2.0,PH,0,14
f1de2ef3897c14,212,95964,938217,2016-06-14 04:06:34.183,2.0,PH,0,14
f1de2ef3897c14,212,103754,938217,2016-06-14 04:06:34.183,2.0,PH,0,14
9f3470491ba68b,213,63000,524987,2016-06-14 04:06:34.241,2.0,US>IL>602,0,14
9f3470491ba68b,213,125383,524987,2016-06-14 04:06:34.241,2.0,US>IL>602,1,14
2895ab6cd0694e,214,52856,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,0,14
2895ab6cd0694e,214,251970,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,0,14
2895ab6cd0694e,214,60210,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,0,14
2895ab6cd0694e,214,101181,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,0,14
2895ab6cd0694e,214,125960,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,0,14
2895ab6cd0694e,214,54473,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,0,14
2895ab6cd0694e,214,33628,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,1,14
2895ab6cd0694e,214,132605,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,0,14
2895ab6cd0694e,214,159045,1319891,2016-06-14 04:06:34.273,1.0,CA>ON,0,14
d4f727ca378fae,215,332581,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,0,14
d4f727ca378fae,215,314335,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,0,14
d4f727ca378fae,215,15864,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,0,14
d4f727ca378fae,215,81742,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,1,14
d4f727ca378fae,215,288356,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,0,14
d4f727ca378fae,215,232281,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,0,14
d4f727ca378fae,215,187290,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,0,14
d4f727ca378fae,215,139680,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,0,14
d4f727ca378fae,215,133684,1717049,2016-06-14 04:06:34.390,1.0,US>TX>641,0,14
949e7e82c237f1,216,38762,1746382,2016-06-14 04:06:34.754,1.0,US>OK>650,0,14
949e7e82c237f1,216,167552,1746382,2016-06-14 04:06:34.754,1.0,US>OK>650,0,14
949e7e82c237f1,216,150083,1746382,2016-06-14 04:06:34.754,1.0,US>OK>650,0,14
949e7e82c237f1,216,54132,1746382,2016-06-14 04:06:34.754,1.0,US>OK>650,1,14
949e7e82c237f1,216,116124,1746382,2016-06-14 04:06:34.754,1.0,US>OK>650,0,14
949e7e82c237f1,216,143467,1746382,2016-06-14 04:06:34.754,1.0,US>OK>650,0,14
bc0de2903117a0,217,114368,573399,2016-06-14 04:06:34.873,2.0,US>AL>522,0,14
bc0de2903117a0,217,86835,573399,2016-06-14 04:06:34.873,2.0,US>AL>522,0,14
bc0de2903117a0,217,50861,573399,2016-06-14 04:06:34.873,2.0,US>AL>522,0,14
bc0de2903117a0,217,68289,573399,2016-06-14 04:06:34.873,2.0,US>AL>522,0,14
bc0de2903117a0,217,31367,573399,2016-06-14 04:06:34.873,2.0,US>AL>522,0,14
bc0de2903117a0,217,238037,573399,2016-06-14 04:06:34.873,2.0,US>AL>522,0,14
bc0de2903117a0,217,79647,573399,2016-06-14 04:06:34.873,2.0,US>AL>522,0,14
bc0de2903117a0,217,29281,573399,2016-06-14 04:06:34.873,2.0,US>AL>522,1,14
95dbafdf842452,218,51386,1775824,2016-06-14 04:06:34.906,1.0,US>CT>533,0,14
95dbafdf842452,218,167205,1775824,2016-06-14 04:06:34.906,1.0,US>CT>533,0,14
95dbafdf842452,218,242692,1775824,2016-06-14 04:06:34.906,1.0,US>CT>533,0,14
95dbafdf842452,218,150083,1775824,2016-06-14 04:06:34.906,1.0,US>CT>533,0,14
95dbafdf842452,218,138609,1775824,2016-06-14 04:06:34.906,1.0,US>CT>533,0,14
95dbafdf842452,218,70657,1775824,2016-06-14 04:06:34.906,1.0,US>CT>533,0,14
95dbafdf842452,218,57791,1775824,2016-06-14 04:06:34.906,1.0,US>CT>533,0,14
95dbafdf842452,218,159405,1775824,2016-06-14 04:06:34.906,1.0,US>CT>533,1,14
9743fbaf961cde,219,221249,1766590,2016-06-14 04:06:35.037,2.0,CA>AB,1,14
9743fbaf961cde,219,97333,1766590,2016-06-14 04:06:35.037,2.0,CA>AB,0,14
9743fbaf961cde,219,302171,1766590,2016-06-14 04:06:35.037,2.0,CA>AB,0,14
9743fbaf961cde,219,66201,1766590,2016-06-14 04:06:35.037,2.0,CA>AB,0,14
1c3c2ad74bc96a,220,235104,1179111,2016-06-14 04:06:35.089,1.0,US>NV>839,0,14
1c3c2ad74bc96a,220,211445,1179111,2016-06-14 04:06:35.089,1.0,US>NV>839,0,14
1c3c2ad74bc96a,220,75241,1179111,2016-06-14 04:06:35.089,1.0,US>NV>839,0,14
1c3c2ad74bc96a,220,54978,1179111,2016-06-14 04:06:35.089,1.0,US>NV>839,0,14
1c3c2ad74bc96a,220,171667,1179111,2016-06-14 04:06:35.089,1.0,US>NV>839,1,14
1c3c2ad74bc96a,220,38813,1179111,2016-06-14 04:06:35.089,1.0,US>NV>839,0,14
8612229018c75d,221,328479,1793996,2016-06-14 04:06:35.100,1.0,US>SD>764,0,14
8612229018c75d,221,50302,1793996,2016-06-14 04:06:35.100,1.0,US>SD>764,0,14
8612229018c75d,221,121897,1793996,2016-06-14 04:06:35.100,1.0,US>SD>764,1,14
d72b1fdfd5eb1c,222,50452,1447813,2016-06-14 04:06:35.135,3.0,US>OH>515,1,14
d72b1fdfd5eb1c,222,12748,1447813,2016-06-14 04:06:35.135,3.0,US>OH>515,0,14
d72b1fdfd5eb1c,222,285834,1447813,2016-06-14 04:06:35.135,3.0,US>OH>515,0,14
d72b1fdfd5eb1c,222,93699,1447813,2016-06-14 04:06:35.135,3.0,US>OH>515,0,14
826e979545ad79,223,288396,1782408,2016-06-14 04:06:35.164,3.0,US>FL>528,1,14
826e979545ad79,223,289908,1782408,2016-06-14 04:06:35.164,3.0,US>FL>528,0,14
826e979545ad79,223,198022,1782408,2016-06-14 04:06:35.164,3.0,US>FL>528,0,14
826e979545ad79,223,170004,1782408,2016-06-14 04:06:35.164,3.0,US>FL>528,0,14
c726993b764724,224,153844,1642402,2016-06-14 04:06:35.326,2.0,US>CA>803,0,14
c726993b764724,224,229120,1642402,2016-06-14 04:06:35.326,2.0,US>CA>803,1,14
c726993b764724,224,78007,1642402,2016-06-14 04:06:35.326,2.0,US>CA>803,0,14
c726993b764724,224,111055,1642402,2016-06-14 04:06:35.326,2.0,US>CA>803,0,14
98ecf4f28a247c,225,162754,1773809,2016-06-14 04:06:35.402,3.0,US>TX>618,0,14
98ecf4f28a247c,225,175785,1773809,2016-06-14 04:06:35.402,3.0,US>TX>618,1,14
98ecf4f28a247c,225,233527,1773809,2016-06-14 04:06:35.402,3.0,US>TX>618,0,14
98ecf4f28a247c,225,240837,1773809,2016-06-14 04:06:35.402,3.0,US>TX>618,0,14
98ecf4f28a247c,225,86683,1773809,2016-06-14 04:06:35.402,3.0,US>TX>618,0,14
98ecf4f28a247c,225,175234,1773809,2016-06-14 04:06:35.402,3.0,US>TX>618,0,14
d339119ed42827,226,173005,1756913,2016-06-14 04:06:35.428,3.0,US>MO>619,0,14
d339119ed42827,226,289122,1756913,2016-06-14 04:06:35.428,3.0,US>MO>619,1,14
6603534f9fe712,227,149541,1783262,2016-06-14 04:06:35.440,1.0,US>IL>602,0,14
6603534f9fe712,227,288396,1783262,2016-06-14 04:06:35.440,1.0,US>IL>602,0,14
6603534f9fe712,227,151028,1783262,2016-06-14 04:06:35.440,1.0,US>IL>602,1,14
6603534f9fe712,227,22414,1783262,2016-06-14 04:06:35.440,1.0,US>IL>602,0,14
c339d7a0fbec03,228,80378,1772516,2016-06-14 04:06:35.440,1.0,US>CA>855,0,14
c339d7a0fbec03,228,44953,1772516,2016-06-14 04:06:35.440,1.0,US>CA>855,0,14
c339d7a0fbec03,228,281464,1772516,2016-06-14 04:06:35.440,1.0,US>CA>855,0,14
c339d7a0fbec03,228,166809,1772516,2016-06-14 04:06:35.440,1.0,US>CA>855,0,14
c339d7a0fbec03,228,213685,1772516,2016-06-14 04:06:35.440,1.0,US>CA>855,0,14
c339d7a0fbec03,228,115978,1772516,2016-06-14 04:06:35.440,1.0,US>CA>855,1,14
fc514cfac3fd61,229,143294,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,0,14
fc514cfac3fd61,229,150817,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,0,14
fc514cfac3fd61,229,221695,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,0,14
fc514cfac3fd61,229,328479,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,0,14
fc514cfac3fd61,229,329944,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,0,14
fc514cfac3fd61,229,78939,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,0,14
fc514cfac3fd61,229,330354,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,0,14
fc514cfac3fd61,229,10344,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,1,14
fc514cfac3fd61,229,50854,1776403,2016-06-14 04:06:35.513,1.0,US>AZ>789,0,14
54e8c65bdcf9f3,230,98283,1788660,2016-06-14 04:06:35.546,2.0,US>NV,1,14
54e8c65bdcf9f3,230,33142,1788660,2016-06-14 04:06:35.546,2.0,US>NV,0,14
54e8c65bdcf9f3,230,39898,1788660,2016-06-14 04:06:35.546,2.0,US>NV,0,14
54e8c65bdcf9f3,230,304154,1788660,2016-06-14 04:06:35.546,2.0,US>NV,0,14
17dd35a7473272,231,89364,14337,2016-06-14 04:06:35.631,3.0,US>CA>803,1,14
17dd35a7473272,231,101770,14337,2016-06-14 04:06:35.631,3.0,US>CA>803,0,14
17dd35a7473272,231,89721,14337,2016-06-14 04:06:35.631,3.0,US>CA>803,0,14
17dd35a7473272,231,89719,14337,2016-06-14 04:06:35.631,3.0,US>CA>803,0,14
17dd35a7473272,231,164235,14337,2016-06-14 04:06:35.631,3.0,US>CA>803,0,14
17dd35a7473272,231,146269,14337,2016-06-14 04:06:35.631,3.0,US>CA>803,0,14
528001bd1ad751,232,75342,1749638,2016-06-14 04:06:35.642,2.0,US>NY>514,0,14
528001bd1ad751,232,59304,1749638,2016-06-14 04:06:35.642,2.0,US>NY>514,1,14
528001bd1ad751,232,201649,1749638,2016-06-14 04:06:35.642,2.0,US>NY>514,0,14
528001bd1ad751,232,144123,1749638,2016-06-14 04:06:35.642,2.0,US>NY>514,0,14
6afc33e98b077c,233,6224,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,0,14
6afc33e98b077c,233,75959,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,0,14
6afc33e98b077c,233,120990,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,1,14
6afc33e98b077c,233,171970,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,0,14
6afc33e98b077c,233,201509,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,0,14
6afc33e98b077c,233,202880,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,0,14
6afc33e98b077c,233,285721,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,0,14
6afc33e98b077c,233,289909,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,0,14
6afc33e98b077c,233,28793,1697627,2016-06-14 04:06:35.694,1.0,US>KS>616,0,14
1985ab030d31f0,234,270297,1781986,2016-06-14 04:06:35.735,1.0,US>CO>751,0,14
1985ab030d31f0,234,132936,1781986,2016-06-14 04:06:35.735,1.0,US>CO>751,1,14
1985ab030d31f0,234,329944,1781986,2016-06-14 04:06:35.735,1.0,US>CO>751,0,14
992c1c54fc12fb,235,66830,1179111,2016-06-14 04:06:35.833,2.0,ZA,0,14
992c1c54fc12fb,235,81644,1179111,2016-06-14 04:06:35.833,2.0,ZA,0,14
992c1c54fc12fb,235,36080,1179111,2016-06-14 04:06:35.833,2.0,ZA,1,14
992c1c54fc12fb,235,124586,1179111,2016-06-14 04:06:35.833,2.0,ZA,0,14
d7aa2b572f9f93,236,129491,1542792,2016-06-14 04:06:35.840,2.0,US>GA>524,0,14
d7aa2b572f9f93,236,215848,1542792,2016-06-14 04:06:35.840,2.0,US>GA>524,0,14
d7aa2b572f9f93,236,139936,1542792,2016-06-14 04:06:35.840,2.0,US>GA>524,1,14
d7aa2b572f9f93,236,137264,1542792,2016-06-14 04:06:35.840,2.0,US>GA>524,0,14
d7aa2b572f9f93,236,92759,1542792,2016-06-14 04:06:35.840,2.0,US>GA>524,0,14
6fd42c713798a1,237,225444,1679869,2016-06-14 04:06:35.849,2.0,US>FL>528,0,14
6fd42c713798a1,237,94860,1679869,2016-06-14 04:06:35.849,2.0,US>FL>528,1,14
a95ba37b0fb639,238,158482,460962,2016-06-14 04:06:36.162,2.0,US>OH>542,0,14
a95ba37b0fb639,238,98204,460962,2016-06-14 04:06:36.162,2.0,US>OH>542,0,14
a95ba37b0fb639,238,169348,460962,2016-06-14 04:06:36.162,2.0,US>OH>542,1,14
a95ba37b0fb639,238,164298,460962,2016-06-14 04:06:36.162,2.0,US>OH>542,0,14
f15f488cfcdcdd,239,220703,349472,2016-06-14 04:06:36.275,2.0,US>TX>623,0,14
f15f488cfcdcdd,239,202812,349472,2016-06-14 04:06:36.275,2.0,US>TX>623,0,14
f15f488cfcdcdd,239,152193,349472,2016-06-14 04:06:36.275,2.0,US>TX>623,0,14
f15f488cfcdcdd,239,89295,349472,2016-06-14 04:06:36.275,2.0,US>TX>623,1,14
887052b5d2d3e2,240,149539,1795002,2016-06-14 04:06:36.422,1.0,US>HI>744,0,14
887052b5d2d3e2,240,276187,1795002,2016-06-14 04:06:36.422,1.0,US>HI>744,0,14
887052b5d2d3e2,240,328479,1795002,2016-06-14 04:06:36.422,1.0,US>HI>744,0,14
887052b5d2d3e2,240,144741,1795002,2016-06-14 04:06:36.422,1.0,US>HI>744,1,14
49b9db7d6afad7,241,180720,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,0,14
49b9db7d6afad7,241,187296,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,0,14
49b9db7d6afad7,241,182356,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,0,14
49b9db7d6afad7,241,332592,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,1,14
49b9db7d6afad7,241,285723,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,0,14
49b9db7d6afad7,241,95103,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,0,14
49b9db7d6afad7,241,86683,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,0,14
49b9db7d6afad7,241,83656,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,0,14
49b9db7d6afad7,241,54043,1647323,2016-06-14 04:06:36.428,1.0,US>OK>650,0,14
9ed9faa869651a,242,67350,1353017,2016-06-14 04:06:36.788,2.0,US>TX>623,0,14
9ed9faa869651a,242,129335,1353017,2016-06-14 04:06:36.788,2.0,US>TX>623,1,14
9ed9faa869651a,242,123847,1353017,2016-06-14 04:06:36.788,2.0,US>TX>623,0,14
3bf8010852a118,243,54979,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,0,14
3bf8010852a118,243,18049,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,0,14
3bf8010852a118,243,167157,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,0,14
3bf8010852a118,243,164376,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,0,14
3bf8010852a118,243,110665,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,0,14
3bf8010852a118,243,308610,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,1,14
3bf8010852a118,243,288356,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,0,14
3bf8010852a118,243,133677,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,0,14
3bf8010852a118,243,187287,1717049,2016-06-14 04:06:36.839,1.0,US>TX>618,0,14
59f8e8bad4608b,244,173403,1793874,2016-06-14 04:06:36.933,2.0,US>LA>612,0,14
59f8e8bad4608b,244,228800,1793874,2016-06-14 04:06:36.933,2.0,US>LA>612,1,14
59f8e8bad4608b,244,225438,1793874,2016-06-14 04:06:36.933,2.0,US>LA>612,0,14
59f8e8bad4608b,244,278453,1793874,2016-06-14 04:06:36.933,2.0,US>LA>612,0,14
442f94dade07fc,245,215846,1560299,2016-06-14 04:06:36.992,2.0,US>CA>807,0,14
442f94dade07fc,245,55137,1560299,2016-06-14 04:06:36.992,2.0,US>CA>807,0,14
442f94dade07fc,245,94854,1560299,2016-06-14 04:06:36.992,2.0,US>CA>807,1,14
887052b5d2d3e2,246,235104,1795002,2016-06-14 04:06:37.001,1.0,US>HI>744,0,14
887052b5d2d3e2,246,135958,1795002,2016-06-14 04:06:37.001,1.0,US>HI>744,0,14
887052b5d2d3e2,246,172432,1795002,2016-06-14 04:06:37.001,1.0,US>HI>744,0,14
887052b5d2d3e2,246,180923,1795002,2016-06-14 04:06:37.001,1.0,US>HI>744,0,14
887052b5d2d3e2,246,5124,1795002,2016-06-14 04:06:37.001,1.0,US>HI>744,0,14
887052b5d2d3e2,246,31655,1795002,2016-06-14 04:06:37.001,1.0,US>HI>744,0,14
887052b5d2d3e2,246,195273,1795002,2016-06-14 04:06:37.001,1.0,US>HI>744,1,14
53cf429ac7247c,247,130833,1463821,2016-06-14 04:06:37.063,2.0,US>FL>528,0,14
53cf429ac7247c,247,89295,1463821,2016-06-14 04:06:37.063,2.0,US>FL>528,1,14
53cf429ac7247c,247,215848,1463821,2016-06-14 04:06:37.063,2.0,US>FL>528,0,14
53cf429ac7247c,247,171530,1463821,2016-06-14 04:06:37.063,2.0,US>FL>528,0,14
53cf429ac7247c,247,136785,1463821,2016-06-14 04:06:37.063,2.0,US>FL>528,0,14
e04f485b458ea8,248,37806,391722,2016-06-14 04:06:37.064,3.0,US>CA>807,0,14
e04f485b458ea8,248,10140,391722,2016-06-14 04:06:37.064,3.0,US>CA>807,1,14
e04f485b458ea8,248,135984,391722,2016-06-14 04:06:37.064,3.0,US>CA>807,0,14
e04f485b458ea8,248,10621,391722,2016-06-14 04:06:37.064,3.0,US>CA>807,0,14
63a6927eb47903,249,208685,1776275,2016-06-14 04:06:37.070,1.0,US>ID>757,0,14
63a6927eb47903,249,289116,1776275,2016-06-14 04:06:37.070,1.0,US>ID>757,1,14
63a6927eb47903,249,91196,1776275,2016-06-14 04:06:37.070,1.0,US>ID>757,0,14
63a6927eb47903,249,222067,1776275,2016-06-14 04:06:37.070,1.0,US>ID>757,0,14
1978b5e944f4db,250,202314,1734020,2016-06-14 04:06:37.153,1.0,US>TX>623,0,14
1978b5e944f4db,250,19959,1734020,2016-06-14 04:06:37.153,1.0,US>TX>623,0,14
1978b5e944f4db,250,265815,1734020,2016-06-14 04:06:37.153,1.0,US>TX>623,0,14
1978b5e944f4db,250,145743,1734020,2016-06-14 04:06:37.153,1.0,US>TX>623,0,14
1978b5e944f4db,250,139670,1734020,2016-06-14 04:06:37.153,1.0,US>TX>623,1,14
1978b5e944f4db,250,131545,1734020,2016-06-14 04:06:37.153,1.0,US>TX>623,0,14
83551abeb013f4,251,121897,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,0,14
83551abeb013f4,251,135016,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,0,14
83551abeb013f4,251,141022,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,1,14
83551abeb013f4,251,34909,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,0,14
83551abeb013f4,251,96832,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,0,14
83551abeb013f4,251,41136,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,0,14
83551abeb013f4,251,187295,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,0,14
83551abeb013f4,251,320894,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,0,14
83551abeb013f4,251,228959,1451409,2016-06-14 04:06:37.219,1.0,US>IN>588,0,14
5ab105d8e0defb,252,145154,1138668,2016-06-14 04:06:37.267,1.0,AE>03,0,14
5ab105d8e0defb,252,81642,1138668,2016-06-14 04:06:37.267,1.0,AE>03,0,14
5ab105d8e0defb,252,51063,1138668,2016-06-14 04:06:37.267,1.0,AE>03,1,14
5ab105d8e0defb,252,87115,1138668,2016-06-14 04:06:37.267,1.0,AE>03,0,14
5819bc38e2d376,253,329944,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,0,14
5819bc38e2d376,253,276173,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,0,14
5819bc38e2d376,253,158959,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,0,14
5819bc38e2d376,253,195386,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,0,14
5819bc38e2d376,253,233527,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,0,14
5819bc38e2d376,253,87548,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,0,14
5819bc38e2d376,253,171480,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,0,14
5819bc38e2d376,253,171667,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,0,14
5819bc38e2d376,253,195273,1786673,2016-06-14 04:06:37.306,3.0,US>MD>511,1,14
f1d8021d8bdc3e,254,310872,1762298,2016-06-14 04:06:37.319,2.0,US>NY>501,1,14
f1d8021d8bdc3e,254,174547,1762298,2016-06-14 04:06:37.319,2.0,US>NY>501,0,14
45b7b81fe921d9,255,7432,1793182,2016-06-14 04:06:37.383,2.0,US>CA>807,0,14
45b7b81fe921d9,255,152194,1793182,2016-06-14 04:06:37.383,2.0,US>CA>807,1,14
45b7b81fe921d9,255,278453,1793182,2016-06-14 04:06:37.383,2.0,US>CA>807,0,14
45b7b81fe921d9,255,142608,1793182,2016-06-14 04:06:37.383,2.0,US>CA>807,0,14
7d0729f4c3dbf0,256,323012,1762066,2016-06-14 04:06:37.437,3.0,US>CA>825,0,14
7d0729f4c3dbf0,256,330052,1762066,2016-06-14 04:06:37.437,3.0,US>CA>825,1,14
7d0729f4c3dbf0,256,279460,1762066,2016-06-14 04:06:37.437,3.0,US>CA>825,0,14
7d0729f4c3dbf0,256,35050,1762066,2016-06-14 04:06:37.437,3.0,US>CA>825,0,14
5cab6e856cafc0,257,267705,1778461,2016-06-14 04:06:37.772,2.0,US>FL>528,0,14
5cab6e856cafc0,257,335632,1778461,2016-06-14 04:06:37.772,2.0,US>FL>528,0,14
5cab6e856cafc0,257,245072,1778461,2016-06-14 04:06:37.772,2.0,US>FL>528,0,14
5cab6e856cafc0,257,347830,1778461,2016-06-14 04:06:37.772,2.0,US>FL>528,0,14
5cab6e856cafc0,257,137127,1778461,2016-06-14 04:06:37.772,2.0,US>FL>528,1,14
